date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:31:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:12%20GMT	http://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/theme.min.js?v=104990965764202793601643261418	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/theme.minca29.js	(from https://lezada-fashion.myshopify.com/)
22:31:12	30079/30079	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2012:55:26%20GMT	https://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/theme.min.js?v=104990965764202793601643261418	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/theme.minca29.js	(from https://lezada-fashion.myshopify.com/)
22:31:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:12%20GMT	http://lezada-fashion.myshopify.com/cdn/fonts/work_sans/worksans_n4.29e3afeb38a0ba35e784cf169a40e8beaf814daa.woff2?h1=bGV6YWRhLWZhc2hpb24uYWNjb3VudC5teXNob3BpZnkuY29t&hmac=ed1afdcf4761b045d490b44d149eb80078a40d65ad7899635519980c38926fe0	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/fonts/work_sans/worksans_n4.29e3afeb38a0ba35e784cf169a40e8beaf814daaad21.woff2	(from https://lezada-fashion.myshopify.com/)
22:31:12	26700/26700	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Jan%202024%2005:25:50%20GMT	https://lezada-fashion.myshopify.com/cdn/fonts/work_sans/worksans_n4.29e3afeb38a0ba35e784cf169a40e8beaf814daa.woff2?h1=bGV6YWRhLWZhc2hpb24uYWNjb3VudC5teXNob3BpZnkuY29t&hmac=ed1afdcf4761b045d490b44d149eb80078a40d65ad7899635519980c38926fe0	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/fonts/work_sans/worksans_n4.29e3afeb38a0ba35e784cf169a40e8beaf814daaad21.woff2	(from https://lezada-fashion.myshopify.com/)
22:31:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:13%20GMT	http://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/plugins.css?v=125125202649890534761643261419	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/pluginsf5c6.css	(from https://lezada-fashion.myshopify.com/)
22:31:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:13%20GMT	http://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/slick.min.css?v=172243757244787934991643261370	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/slick.mind425.css	(from https://lezada-fashion.myshopify.com/)
22:31:15	309521/309521	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Feb%202024%2012:55:22%20GMT	https://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/plugins.css?v=125125202649890534761643261419	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/pluginsf5c6.css	(from https://lezada-fashion.myshopify.com/)
22:31:15	1748/1748	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Feb%202024%2023:44:51%20GMT	https://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/slick.min.css?v=172243757244787934991643261370	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/slick.mind425.css	(from https://lezada-fashion.myshopify.com/)
22:31:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:15%20GMT	http://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/style.min.css?v=158669106100615236371643261418	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/style.minc5bf.css	(from https://lezada-fashion.myshopify.com/)
22:31:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:16%20GMT	http://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/theme-settings.css?v=1480264994286912521705533630	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/theme-settingscb52.css	(from https://lezada-fashion.myshopify.com/)
22:31:16	382695/382695	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Feb%202024%2014:51:54%20GMT	https://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/style.min.css?v=158669106100615236371643261418	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/style.minc5bf.css	(from https://lezada-fashion.myshopify.com/)
22:31:17	7573/7573	---M-Z	200	added ('OK')	text/css	date:Sat,%2024%20Feb%202024%2023:14:15%20GMT	https://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/theme-settings.css?v=1480264994286912521705533630	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/theme-settingscb52.css	(from https://lezada-fashion.myshopify.com/)
22:31:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:17%20GMT	http://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/style.css?v=55393106127960854001643261418	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/stylefa4c.css	(from https://lezada-fashion.myshopify.com/)
22:31:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:19%20GMT	http://lezada-fashion.myshopify.com/cdn/fonts/work_sans/worksans_n4.e7c533c4afbed28070f6ac45dbcfe6f37840c0a8.woff?h1=bGV6YWRhLWZhc2hpb24uYWNjb3VudC5teXNob3BpZnkuY29t&hmac=f96374758b7da9adf60c72ca8aea6e9ff06bbcd86ec1184d83a616180b0af445	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/fonts/work_sans/worksans_n4.e7c533c4afbed28070f6ac45dbcfe6f37840c0a871dd.woff	(from https://lezada-fashion.myshopify.com/)
22:31:20	375087/375087	---MCZ	200	added ('OK')	text/css	date:Tue,%2027%20Feb%202024%2013:04:56%20GMT	https://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/style.css?v=55393106127960854001643261418	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/stylefa4c.css	(from https://lezada-fashion.myshopify.com/)
22:31:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:21%20GMT	http://cdn.shopify.com/s/files/1/0259/8194/3911/files/snow1.png?207	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/cdn.shopify.com/s/files/1/0259/8194/3911/files/snow1.2269ad.delayed	(from https://lezada-fashion.myshopify.com/)
22:31:21	26688/26688	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Jan%202024%2023:33:09%20GMT	https://lezada-fashion.myshopify.com/cdn/fonts/work_sans/worksans_n4.e7c533c4afbed28070f6ac45dbcfe6f37840c0a8.woff?h1=bGV6YWRhLWZhc2hpb24uYWNjb3VudC5teXNob3BpZnkuY29t&hmac=f96374758b7da9adf60c72ca8aea6e9ff06bbcd86ec1184d83a616180b0af445	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/fonts/work_sans/worksans_n4.e7c533c4afbed28070f6ac45dbcfe6f37840c0a871dd.woff	(from https://lezada-fashion.myshopify.com/)
22:31:21	2510/2510	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Feb%202024%2003:11:50%20GMT	https://cdn.shopify.com/s/files/1/0259/8194/3911/files/snow1.png?207	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/cdn.shopify.com/s/files/1/0259/8194/3911/files/snow169ad.png	(from https://lezada-fashion.myshopify.com/)
22:31:21	329620/329620	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:7cf73e3bde3f9d220abbf0851a63de8f%22	https://lezada-fashion.myshopify.com/fr	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr.html	(from https://lezada-fashion.myshopify.com/)
22:31:21	331083/331083	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:b5c49d3c78b7ebf58483fb54467826f2%22	https://lezada-fashion.myshopify.com/he	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/he.html	(from https://lezada-fashion.myshopify.com/)
22:31:22	329356/329356	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:c1a20f08513a80623dcdf8e11a261286%22	https://lezada-fashion.myshopify.com/it	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/it.html	(from https://lezada-fashion.myshopify.com/)
22:31:22	3569/3569	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2027%20Feb%202024%2019:31:22%20GMT	https://lezada-fashion.myshopify.com/checkouts/internal/preloads.js?permanent-domain=lezada-fashion.myshopify.com&locale=en-US	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/checkouts/internal/preloadsbaed.js	(from https://lezada-fashion.myshopify.com/)
22:31:22	0/0	---M--	200	added ('OK')	application/javascript	date:Tue,%2027%20Feb%202024%2019:31:23%20GMT	https://shop.app/checkouts/internal/preloads.js?permanent-domain=lezada-fashion.myshopify.com&locale=en-US	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/shop.app/checkouts/internal/preloads.28baed.delayed	(from https://lezada-fashion.myshopify.com/)
22:31:23	1922/1922	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2016:25:35%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://lezada-fashion.myshopify.com/)
22:31:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:23%20GMT	http://lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.2a.delayed	(from https://lezada-fashion.myshopify.com/)
22:31:23	12133/12133	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2012%20Jan%202024%2000:49:52%20GMT	https://lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/load_feature-87876fa245af19cbd14aa886ed59c6aa8a27c45d24dcd7a81cf2d2323506233e.js	(from https://lezada-fashion.myshopify.com/)
22:31:23	140970/140970	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2019:24:20%20GMT	https://lezada-fashion.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://lezada-fashion.myshopify.com/)
22:31:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:24%20GMT	http://lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.2d.delayed	(from https://lezada-fashion.myshopify.com/)
22:31:25	37678/37678	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2011%20Jan%202024%2023:37:16%20GMT	https://lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/storefront/features-1c0b396bd4d054b94abae1eb6a1bd6ba47beb35525c57a217c77a862ff06d83f.js	(from https://lezada-fashion.myshopify.com/)
22:31:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:26%20GMT	http://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/Wishlist.js?v=58623191659563579861643261379	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/Wishlist844d.js	(from https://lezada-fashion.myshopify.com/)
22:31:26	2496/2496	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2027%20Feb%202024%2014:51:54%20GMT	https://lezada-fashion.myshopify.com/cdn/shop/t/33/assets/Wishlist.js?v=58623191659563579861643261379	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/t/33/assets/Wishlist844d.js	(from https://lezada-fashion.myshopify.com/)
22:31:26	21932/21932	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2018%20Jan%202024%2007:15:31%20GMT	https://cdn.shopify.com/extensions/8d2c31d3-a828-4daf-820f-80b7f8e01c39/nova-eu-cookie-bar-gdpr-4/assets/nova-cookie-app-embed.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/cdn.shopify.com/extensions/8d2c31d3-a828-4daf-820f-80b7f8e01c39/nova-eu-cookie-bar-gdpr-4/assets/nova-cookie-app-embed.js	(from https://lezada-fashion.myshopify.com/)
22:31:26	3960/3960	---M-Z	200	added ('OK')	text/css	date:Thu,%2018%20Jan%202024%2007:15:16%20GMT	https://cdn.shopify.com/extensions/8d2c31d3-a828-4daf-820f-80b7f8e01c39/nova-eu-cookie-bar-gdpr-4/assets/nova-cookie.css	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/cdn.shopify.com/extensions/8d2c31d3-a828-4daf-820f-80b7f8e01c39/nova-eu-cookie-bar-gdpr-4/assets/nova-cookie.css	(from https://lezada-fashion.myshopify.com/)
22:31:26	106208/106208	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:0a5c3f788de092a52ae4933e19cf4035%22	https://lezada-fashion.myshopify.com/POST	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/POST	(from https://lezada-fashion.myshopify.com/)
22:31:27	25521/25521	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:%22cacheable:0a5c3f788de092a52ae4933e19cf4035%22	https://lezada-fashion.myshopify.com/cdn	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn	(from https://lezada-fashion.myshopify.com/)
22:31:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:27%20GMT	http://lezada-fashion.myshopify.com/cdn/s/trekkie.storefront.4cd2e3324844ec508679a5cd021150832227ceb5.min.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/s/trekkie.storefront.4cd2e3324844ec508679a5cd021150832227ceb5.min.js	(from https://lezada-fashion.myshopify.com/)
22:31:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:29%20GMT	http://lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	(from https://lezada-fashion.myshopify.com/)
22:31:29	114260/114260	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2022%20Feb%202024%2015:55:12%20GMT	https://lezada-fashion.myshopify.com/cdn/s/trekkie.storefront.4cd2e3324844ec508679a5cd021150832227ceb5.min.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/s/trekkie.storefront.4cd2e3324844ec508679a5cd021150832227ceb5.min.js	(from https://lezada-fashion.myshopify.com/)
22:31:29	8290/8290	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2012%20Jan%202024%2000:27:20%20GMT	https://lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-a7c63dba65ccddc484f77541dc8ca437e60e1e9e297fe1c3faebf6523a0ede9b.js	(from https://lezada-fashion.myshopify.com/)
22:31:29	59535/59535	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Jan%202024%2021:03:58%20GMT	https://lezada-fashion.myshopify.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://lezada-fashion.myshopify.com/)
22:31:30	234699/234699	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:81b100d48dd755ab44f29f3edfc69aa5%22	https://lezada-fashion.myshopify.com/account/login	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/account/login.html	(from https://lezada-fashion.myshopify.com/)
22:31:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:31:30%20GMT	http://lezada-fashion.myshopify.com/cdn/shop/files/logo_300x300_2c311ed7-b7bd-455f-bed9-4a1abbaca3dd_300x300.png?v=1614728748	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/cdn/shop/files/logo_300x300_2c311ed7-b7bd-455f-bed9-4a1abbaca3dd_300x300232e.png	(from https://lezada-fashion.myshopify.com/)
